1.008312774372046139e+00,5.698604338121685542e-01,-1.968443012734726549e+00,9.464406335160259198e-01,-8.059594724698988522e-01,-1.323325568831094756e+00,-1.830476762986048778e+00,-8.609455677111861327e-01,-1.842640146758736108e+00,4.117243473229724171e-01,1.498614416882381173e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,-2.440010144775856538e-01,1.110120195168028401e+00,-4.542553803993903405e-01,-8.102033950154874722e-03,-1.179540772378545377e+00,4.888909154380160493e-01,-5.096882687663312206e-01,-1.532782649268026876e-01,-6.924562798204221270e-01,-1.741755636812102104e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,-2.440010144775856538e-01,1.110120195168028401e+00,1.413339304821164655e+00,-8.102033950154874722e-03,-1.049821879926788881e+00,5.607154538443283043e-01,-5.096882687663312206e-01,-7.393834076031877700e-01,-6.924562798204221270e-01,-1.518281840005585970e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.440924977152417741e+00,1.383721882101922818e+00,-1.968443012734726549e+00,9.464406335160259198e-01,1.913623256797830630e-01,-1.212361215047062180e+00,-1.898266214965040222e+00,-4.755901533102471768e-03,-1.825401760209430346e+00,3.233519283356091734e+00,-9.833711561602486925e-03,2.000000000000000111e-01,0.000000000000000000e+00
1.440924977152417741e+00,1.383721882101922818e+00,-1.968443012734726549e+00,-1.388052723009667977e+00,-2.438326407855337385e-01,-9.310431350312048382e-01,-1.798599580210213711e+00,1.269655855712180093e-01,-1.291011777180961717e+00,3.356206019705358035e+00,-1.238939593997441024e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.440924977152417741e+00,1.383721882101922818e+00,2.305307071958127285e-01,-1.388052723009667977e+00,3.001610672961109727e-01,-3.996645394456963540e-01,-2.418632365498026571e-01,1.246598225957942674e+00,5.707339701440257151e-01,-9.378297525189542849e-01,7.723245772612039595e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.440924977152417741e+00,1.383721882101922818e+00,2.305307071958127285e-01,-9.211540517045291310e-01,3.001610672961109727e-01,-3.434009234425247081e-01,-2.111965797021635727e-01,-1.145238074533695971e-01,8.982633145808294195e-01,-1.060516488868220364e+00,-5.126497543762635889e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.440924977152417741e+00,1.383721882101922818e+00,2.305307071958127285e-01,-9.211540517045291310e-01,1.550960784743395660e-01,5.396252721628055360e-01,2.431541520141721202e-01,3.684549785958056156e-01,-1.877116919857346744e+00,2.558742233435128632e+00,-1.015465797190924668e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.440924977152417741e+00,1.383721882101922818e+00,6.703254511819205508e-01,-4.542553803993903405e-01,6.443046046073211408e-02,2.911276348154647198e-01,5.837154464800576870e-01,-4.438275252141709593e-01,-9.979592058427693146e-01,1.147844765418568835e+00,7.723245772612039595e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,5.698604338121685542e-01,6.703254511819205508e-01,1.413339304821164655e+00,3.364273145015544420e-01,-3.574668274433177029e-01,6.079259650439832185e-01,-4.218739440301176313e-01,6.741642894398586217e-01,-2.630527025979909617e-01,-9.833711561602486925e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,5.698604338121685542e-01,6.703254511819205508e-01,1.413339304821164655e+00,3.364273145015544420e-01,-3.574668274433177029e-01,6.079259650439832185e-01,-4.218739440301176313e-01,-1.877550380254134343e-01,4.117243473229724171e-01,1.777956662890526118e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,5.698604338121685542e-01,6.703254511819205508e-01,1.413339304821164655e+00,3.908266853097184246e-01,-5.887728043452448157e-01,6.660312095974043611e-01,2.980931139498163684e+00,7.082076021416816580e-02,-3.857394389472569851e-01,-9.833711561602486925e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.757005715916745370e-01,5.698604338121685542e-01,2.305307071958127285e-01,9.464406335160259198e-01,-4.922178530287677489e+00,-6.262818816806926536e-01,4.735575870141963128e-01,-1.804949558625483119e+00,-3.256621304198570876e-01,1.699935078990266080e+00,1.498614416882381173e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.757005715916745370e-01,5.698604338121685542e-01,6.703254511819205508e-01,-9.211540517045291310e-01,4.629733685801165621e-02,2.442412881461551444e-01,5.591014192733999577e-01,-4.438275252141709593e-01,4.155884912002770215e-01,-1.403659662487248827e-01,-1.015465797190924668e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.757005715916745370e-01,5.698604338121685542e-01,6.703254511819205508e-01,1.264329090574841004e-02,4.089598089124414360e-01,3.505170072632570188e-01,6.119610514713040850e-01,3.915126083500422571e-02,1.294746205214854173e+00,-1.428576697916018601e+00,2.695085344465426025e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.757005715916745370e-01,5.698604338121685542e-01,6.703254511819205508e-01,9.464406335160259198e-01,4.814923033233258765e-01,4.739843868257718751e-01,6.696627873819931409e-01,1.070969576485515384e+00,6.914026759891637175e-01,-1.767922989945882456e-02,7.723245772612039595e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.430883688113029351e-01,5.698604338121685542e-01,-1.968443012734726549e+00,1.413339304821164655e+00,1.913623256797830630e-01,-1.173289259489304293e+00,-1.884950429754881140e+00,-2.681988757417436142e-01,-6.531914748566605144e-01,-1.060516488868220364e+00,7.723245772612039595e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.440924977152417741e+00,5.698604338121685542e-01,1.110120195168028401e+00,-9.211540517045291310e-01,-1.041690079305277683e+00,-1.220175606158613757e+00,4.691189919441436373e-01,-1.321970772576307906e+00,-3.773772900677735409e-01,1.663508746244402592e-01,4.929823312530588475e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.757005715916745370e-01,-2.440010144775856538e-01,-1.968443012734726549e+00,1.264329090574841004e-02,-2.619657643882541964e-01,-1.296756639051819260e+00,-1.925301294028090471e+00,-5.975025935025449764e-01,-5.152843824622168611e-01,-5.697695434711560480e-01,-9.833711561602486925e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.757005715916745370e-01,-2.440010144775856538e-01,-1.528648268748618699e+00,1.413339304821164655e+00,-7.878263488671783943e-01,-1.304571030163370837e+00,-1.819178520989550130e+00,-8.609455677111861327e-01,-1.653017894716375835e+00,-1.767922989945882456e-02,2.695085344465426025e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.757005715916745370e-01,-2.440010144775856538e-01,6.703254511819205508e-01,-4.542553803993903405e-01,6.443046046073211408e-02,2.911276348154647198e-01,5.837154464800576870e-01,-4.438275252141709593e-01,-1.015631052788862343e-01,-2.630527025979909617e-01,-7.361235511827796119e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.430883688113029351e-01,-2.440010144775856538e-01,6.703254511819205508e-01,-9.211540517045291310e-01,2.094954492825035208e-01,-5.059402585627980065e-01,7.116276862261305958e-01,3.915126083500422571e-02,3.634398711555741207e-02,-3.857394389472569851e-01,-7.361235511827796119e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,-2.440010144775856538e-01,-6.490587807764028883e-01,-1.388052723009667977e+00,6.628235393505407247e-01,-2.277479349915612350e-01,-1.403968127618227646e+00,1.033538083615606062e+01,3.638733315523605683e-01,-1.767922989945882456e-02,2.695085344465426025e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,-2.440010144775856538e-01,2.305307071958127285e-01,1.413339304821164655e+00,-8.063452836103929267e-02,4.322854657454678804e-04,-4.252996704014928853e-02,-6.194561746865983043e-01,1.052975333127789265e-01,-7.902259807409185710e-02,9.957983740677197604e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.008312774372046139e+00,-2.440010144775856538e-01,2.305307071958127285e-01,1.413339304821164655e+00,5.177585505287694012e-01,4.458525788241863852e-01,1.866629420316792409e-01,2.475998772264934811e+00,8.293097683836073708e-01,-7.537996479950551665e-01,9.957983740677197604e-01,0.000000000000000000e+00,0.000000000000000000e+00
